type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
area 	8023 	7 	8020 	7 	2000.000 	1999.519 	000.481 	000.000 	3141170.881 	1823132.233 	1318038.648 	000.420 	000.378 	000.143 	000.020 	000.003
diameter 	8023 	8 	8016 	8 	2000.000 	1997.929 	002.071 	000.001 	3140976.295 	2051298.025 	1089678.270 	000.347 	000.354 	000.125 	000.016 	000.002
area 	8023 	8 	8019 	8 	2000.000 	1999.999 	000.001 	000.000 	3140557.161 	2148500.067 	992057.093 	000.316 	000.354 	000.125 	000.016 	000.002
diameter 	8023 	3 	8012 	3 	2000.000 	1961.003 	038.997 	000.019 	3140643.028 	682151.095 	2458491.933 	000.783 	000.577 	000.333 	000.111 	000.037
area 	8023 	3 	8018 	3 	2000.000 	1824.179 	175.821 	000.088 	3141585.691 	900190.054 	2241395.637 	000.713 	000.577 	000.333 	000.111 	000.037
diameter 	8023 	4 	8015 	4 	2000.000 	1954.731 	045.269 	000.023 	3141429.754 	259491.180 	2881938.573 	000.917 	000.500 	000.250 	000.063 	000.016
area 	8023 	4 	8015 	4 	2000.000 	1940.820 	059.180 	000.030 	3141404.319 	1164702.686 	1976701.633 	000.629 	000.500 	000.250 	000.063 	000.016
diameter 	8023 	5 	8019 	5 	2000.000 	1999.962 	000.038 	000.000 	3139731.568 	1828100.012 	1311631.557 	000.418 	000.447 	000.200 	000.040 	000.008
area 	8023 	5 	8021 	5 	2000.000 	1976.627 	023.373 	000.012 	3141349.009 	1754394.467 	1386954.542 	000.442 	000.447 	000.200 	000.040 	000.008
diameter 	8023 	6 	8019 	6 	2000.000 	1993.865 	006.135 	000.003 	3140734.817 	1968540.126 	1172194.691 	000.373 	000.408 	000.167 	000.028 	000.005
area 	8023 	6 	8019 	6 	2000.000 	1987.658 	012.342 	000.006 	3140776.544 	2172452.717 	968323.827 	000.308 	000.408 	000.167 	000.028 	000.005
diameter 	8023 	7 	8016 	7 	2000.000 	1997.831 	002.169 	000.001 	3141526.608 	2351745.930 	789780.678 	000.251 	000.378 	000.143 	000.020 	000.003
area 	8023 	7 	8016 	7 	2000.000 	1999.873 	000.127 	000.000 	3141422.684 	1802425.644 	1338997.041 	000.426 	000.378 	000.143 	000.020 	000.003
diameter 	8023 	8 	8015 	8 	2000.000 	1998.089 	001.911 	000.001 	3141410.116 	2481195.571 	660214.545 	000.210 	000.354 	000.125 	000.016 	000.002
area 	8023 	8 	8019 	8 	2000.000 	1999.155 	000.845 	000.000 	3140568.589 	2357964.900 	782603.689 	000.249 	000.354 	000.125 	000.016 	000.002
diameter 	8023 	3 	8016 	3 	2000.000 	1949.065 	050.935 	000.025 	3141306.024 	710292.188 	2431013.836 	000.774 	000.577 	000.333 	000.111 	000.037
area 	8023 	3 	8019 	3 	2000.000 	1983.404 	016.596 	000.008 	3140941.158 	538276.534 	2602664.624 	000.829 	000.577 	000.333 	000.111 	000.037
diameter 	8023 	4 	8012 	4 	2000.000 	1996.927 	003.073 	000.002 	3140740.839 	1461485.396 	1679255.443 	000.535 	000.500 	000.250 	000.063 	000.016
area 	8023 	4 	8019 	4 	2000.000 	1999.312 	000.688 	000.000 	3141239.348 	1487095.982 	1654143.366 	000.527 	000.500 	000.250 	000.063 	000.016
diameter 	8023 	5 	8022 	5 	2000.000 	1999.890 	000.110 	000.000 	3141562.043 	1682973.003 	1458589.040 	000.464 	000.447 	000.200 	000.040 	000.008
area 	8023 	5 	8018 	5 	2000.000 	1986.259 	013.741 	000.007 	3141214.195 	1865716.024 	1275498.171 	000.406 	000.447 	000.200 	000.040 	000.008
diameter 	8023 	6 	8017 	6 	2000.000 	1999.896 	000.104 	000.000 	3140320.003 	1719748.770 	1420571.233 	000.452 	000.408 	000.167 	000.028 	000.005
area 	8023 	6 	8019 	6 	2000.000 	1968.387 	031.613 	000.016 	3139821.608 	2045378.705 	1094442.903 	000.349 	000.408 	000.167 	000.028 	000.005
diameter 	8023 	7 	8016 	7 	2000.000 	1999.442 	000.558 	000.000 	3140862.681 	1990061.568 	1150801.113 	000.366 	000.378 	000.143 	000.020 	000.003
area 	8023 	7 	8015 	7 	2000.000 	1992.204 	007.796 	000.004 	3140697.079 	1867256.403 	1273440.676 	000.405 	000.378 	000.143 	000.020 	000.003
diameter 	8023 	8 	8020 	8 	2000.000 	1998.606 	001.394 	000.001 	3140976.878 	2172480.998 	968495.880 	000.308 	000.354 	000.125 	000.016 	000.002
area 	8023 	8 	8019 	8 	2000.000 	1998.223 	001.777 	000.001 	3141467.282 	2356932.624 	784534.658 	000.250 	000.354 	000.125 	000.016 	000.002
diameter 	9627 	3 	9614 	3 	2000.000 	1950.142 	049.858 	000.025 	3141080.933 	715881.550 	2425199.384 	000.772 	000.577 	000.333 	000.111 	000.037
area 	9627 	3 	9613 	3 	2000.000 	1967.939 	032.061 	000.016 	3141507.489 	982105.985 	2159401.504 	000.687 	000.577 	000.333 	000.111 	000.037
diameter 	9627 	4 	9617 	4 	2000.000 	1901.706 	098.294 	000.049 	3141508.239 	870927.686 	2270580.554 	000.723 	000.500 	000.250 	000.063 	000.016
area 	9627 	4 	9618 	4 	2000.000 	1999.983 	000.017 	000.000 	3141467.572 	1427781.521 	1713686.051 	000.546 	000.500 	000.250 	000.063 	000.016
diameter 	9627 	5 	9618 	5 	2000.000 	1975.314 	024.686 	000.012 	3140369.928 	1770960.701 	1369409.227 	000.436 	000.447 	000.200 	000.040 	000.008
area 	9627 	5 	9619 	5 	2000.000 	1995.832 	004.168 	000.002 	3141445.427 	1644370.268 	1497075.159 	000.477 	000.447 	000.200 	000.040 	000.008
diameter 	9627 	6 	9620 	6 	2000.000 	1997.084 	002.916 	000.001 	3141476.606 	1945368.590 	1196108.016 	000.381 	000.408 	000.167 	000.028 	000.005
area 	9627 	6 	9621 	6 	2000.000 	1984.210 	015.790 	000.008 	3141504.692 	1924892.294 	1216612.398 	000.387 	000.408 	000.167 	000.028 	000.005
diameter 	9627 	7 	9623 	7 	2000.000 	1999.374 	000.626 	000.000 	3140989.528 	1906986.765 	1234002.763 	000.393 	000.378 	000.143 	000.020 	000.003
area 	9627 	7 	9618 	7 	2000.000 	1991.547 	008.453 	000.004 	3140815.716 	2196893.777 	943921.939 	000.301 	000.378 	000.143 	000.020 	000.003
diameter 	9627 	8 	9621 	8 	2000.000 	1999.992 	000.008 	000.000 	3140523.308 	2245536.609 	894986.700 	000.285 	000.354 	000.125 	000.016 	000.002
area 	9627 	8 	9616 	8 	2000.000 	1999.349 	000.651 	000.000 	3141280.293 	2063182.473 	1078097.820 	000.343 	000.354 	000.125 	000.016 	000.002
diameter 	9627 	9 	9614 	9 	2000.000 	1994.801 	005.199 	000.003 	3140503.613 	2149765.735 	990737.879 	000.315 	000.333 	000.111 	000.012 	000.001
area 	9627 	9 	9619 	9 	2000.000 	1991.721 	008.279 	000.004 	3141238.897 	2310517.565 	830721.332 	000.264 	000.333 	000.111 	000.012 	000.001
diameter 	9627 	3 	9618 	3 	2000.000 	1920.432 	079.568 	000.040 	3141252.861 	942065.922 	2199186.938 	000.700 	000.577 	000.333 	000.111 	000.037
area 	9627 	3 	9617 	3 	2000.000 	1935.314 	064.686 	000.032 	3141212.926 	641558.217 	2499654.709 	000.796 	000.577 	000.333 	000.111 	000.037
diameter 	9627 	4 	9618 	4 	2000.000 	1995.031 	004.969 	000.002 	3141576.227 	1222914.474 	1918661.753 	000.611 	000.500 	000.250 	000.063 	000.016
area 	9627 	4 	9615 	4 	2000.000 	1999.854 	000.146 	000.000 	3141492.755 	1090213.313 	2051279.442 	000.653 	000.500 	000.250 	000.063 	000.016
diameter 	9627 	5 	9618 	5 	2000.000 	1973.148 	026.852 	000.013 	3141238.025 	1755943.894 	1385294.131 	000.441 	000.447 	000.200 	000.040 	000.008
area 	9627 	5 	9611 	5 	2000.000 	1999.992 	000.008 	000.000 	3141021.698 	1331424.165 	1809597.532 	000.576 	000.447 	000.200 	000.040 	000.008
diameter 	9627 	6 	9623 	6 	2000.000 	1997.923 	002.077 	000.001 	3141294.502 	1756624.821 	1384669.681 	000.441 	000.408 	000.167 	000.028 	000.005
area 	9627 	6 	9617 	6 	2000.000 	1998.721 	001.279 	000.001 	3141333.766 	2025560.979 	1115772.787 	000.355 	000.408 	000.167 	000.028 	000.005
diameter 	9627 	7 	9619 	7 	2000.000 	1992.565 	007.435 	000.004 	3141457.916 	1916546.631 	1224911.285 	000.390 	000.378 	000.143 	000.020 	000.003
area 	9627 	7 	9619 	7 	2000.000 	1999.993 	000.007 	000.000 	3141271.170 	1621867.974 	1519403.196 	000.484 	000.378 	000.143 	000.020 	000.003
diameter 	9627 	8 	9619 	8 	2000.000 	1995.321 	004.679 	000.002 	3141332.587 	2428818.277 	712514.311 	000.227 	000.354 	000.125 	000.016 	000.002
area 	9627 	8 	9620 	8 	2000.000 	1999.082 	000.918 	000.000 	3141105.205 	2229834.473 	911270.732 	000.290 	000.354 	000.125 	000.016 	000.002
diameter 	9627 	9 	9616 	9 	2000.000 	1999.830 	000.170 	000.000 	3139947.033 	1761962.292 	1377984.741 	000.439 	000.333 	000.111 	000.012 	000.001
area 	9627 	9 	9618 	9 	2000.000 	1999.118 	000.882 	000.000 	3140885.262 	2157073.937 	983811.325 	000.313 	000.333 	000.111 	000.012 	000.001
diameter 	9627 	3 	9614 	3 	2000.000 	1850.137 	149.863 	000.075 	3141281.372 	118358.373 	3022922.999 	000.962 	000.577 	000.333 	000.111 	000.037
area 	9627 	3 	9621 	3 	2000.000 	1948.803 	051.197 	000.026 	3140817.523 	708207.566 	2432609.956 	000.775 	000.577 	000.333 	000.111 	000.037
diameter 	9627 	4 	9619 	4 	2000.000 	1985.493 	014.507 	000.007 	3141530.032 	1474744.208 	1666785.824 	000.531 	000.500 	000.250 	000.063 	000.016
area 	9627 	4 	9616 	4 	2000.000 	1966.179 	033.821 	000.017 	3141396.861 	1032492.891 	2108903.970 	000.671 	000.500 	000.250 	000.063 	000.016
diameter 	9627 	5 	9623 	5 	2000.000 	1999.619 	000.381 	000.000 	3140875.729 	1670314.279 	1470561.450 	000.468 	000.447 	000.200 	000.040 	000.008
area 	9627 	5 	9621 	5 	2000.000 	1951.221 	048.779 	000.024 	3141461.228 	1507830.521 	1633630.707 	000.520 	000.447 	000.200 	000.040 	000.008
diameter 	9627 	6 	9621 	6 	2000.000 	1990.618 	009.382 	000.005 	3141139.392 	1611725.120 	1529414.271 	000.487 	000.408 	000.167 	000.028 	000.005
area 	9627 	6 	9612 	6 	2000.000 	1996.944 	003.056 	000.002 	3141573.662 	1660714.869 	1480858.793 	000.471 	000.408 	000.167 	000.028 	000.005
diameter 	9627 	7 	9617 	7 	2000.000 	1998.779 	001.221 	000.001 	3141316.668 	2203106.088 	938210.580 	000.299 	000.378 	000.143 	000.020 	000.003
area 	9627 	7 	9623 	7 	2000.000 	1996.118 	003.882 	000.002 	3141513.265 	1762563.422 	1378949.842 	000.439 	000.378 	000.143 	000.020 	000.003
diameter 	9627 	8 	9617 	8 	2000.000 	1999.786 	000.214 	000.000 	3141589.454 	1945460.357 	1196129.097 	000.381 	000.354 	000.125 	000.016 	000.002
area 	9627 	8 	9614 	8 	2000.000 	1999.615 	000.385 	000.000 	3141179.189 	2441108.700 	700070.489 	000.223 	000.354 	000.125 	000.016 	000.002
diameter 	9627 	9 	9623 	9 	2000.000 	1999.791 	000.209 	000.000 	3141210.414 	1912942.989 	1228267.425 	000.391 	000.333 	000.111 	000.012 	000.001
area 	9627 	9 	9616 	9 	2000.000 	1999.281 	000.719 	000.000 	3140773.290 	2451679.101 	689094.189 	000.219 	000.333 	000.111 	000.012 	000.001
diameter 	11552 	3 	11541 	3 	2000.000 	1941.027 	058.973 	000.029 	3140377.821 	709427.848 	2430949.973 	000.774 	000.577 	000.333 	000.111 	000.037
area 	11552 	3 	11533 	3 	2000.000 	1948.926 	051.074 	000.026 	3141192.478 	643790.758 	2497401.719 	000.795 	000.577 	000.333 	000.111 	000.037
diameter 	11552 	4 	11541 	4 	2000.000 	1988.765 	011.235 	000.006 	3141587.722 	981270.885 	2160316.837 	000.688 	000.500 	000.250 	000.063 	000.016
area 	11552 	4 	11534 	4 	2000.000 	1964.516 	035.484 	000.018 	3141585.048 	1400128.945 	1741456.103 	000.554 	000.500 	000.250 	000.063 	000.016
diameter 	11552 	5 	11540 	5 	2000.000 	1999.510 	000.490 	000.000 	3140329.464 	1938689.894 	1201639.570 	000.383 	000.447 	000.200 	000.040 	000.008
area 	11552 	5 	11533 	5 	2000.000 	1996.259 	003.741 	000.002 	3141265.516 	1458551.698 	1682713.818 	000.536 	000.447 	000.200 	000.040 	000.008
diameter 	11552 	6 	11529 	6 	2000.000 	1984.516 	015.484 	000.008 	3141440.163 	1650679.283 	1490760.880 	000.475 	000.408 	000.167 	000.028 	000.005
area 	11552 	6 	11543 	6 	2000.000 	1989.369 	010.631 	000.005 	3140215.103 	2185380.074 	954835.029 	000.304 	000.408 	000.167 	000.028 	000.005
diameter 	11552 	7 	11538 	7 	2000.000 	1998.978 	001.022 	000.001 	3140084.526 	2199774.469 	940310.057 	000.299 	000.378 	000.143 	000.020 	000.003
area 	11552 	7 	11535 	7 	2000.000 	1991.390 	008.610 	000.004 	3140427.965 	2058826.836 	1081601.128 	000.344 	000.378 	000.143 	000.020 	000.003
diameter 	11552 	8 	11543 	8 	2000.000 	1999.144 	000.856 	000.000 	3140883.939 	1816095.242 	1324788.697 	000.422 	000.354 	000.125 	000.016 	000.002
area 	11552 	8 	11536 	8 	2000.000 	1999.807 	000.193 	000.000 	3140948.793 	1951539.782 	1189409.011 	000.379 	000.354 	000.125 	000.016 	000.002
diameter 	11552 	9 	11540 	9 	2000.000 	1998.698 	001.302 	000.001 	3141318.847 	2166737.099 	974581.748 	000.310 	000.333 	000.111 	000.012 	000.001
area 	11552 	9 	11542 	9 	2000.000 	1999.800 	000.200 	000.000 	3141552.934 	2440814.050 	700738.884 	000.223 	000.333 	000.111 	000.012 	000.001
diameter 	11552 	3 	11538 	3 	2000.000 	1794.652 	205.348 	000.103 	3141476.822 	51686.198 	3089790.624 	000.984 	000.577 	000.333 	000.111 	000.037
area 	11552 	3 	11534 	3 	2000.000 	1871.805 	128.195 	000.064 	3140915.218 	105886.536 	3035028.682 	000.966 	000.577 	000.333 	000.111 	000.037
diameter 	11552 	4 	11540 	4 	2000.000 	1982.611 	017.389 	000.009 	3141421.777 	1189794.271 	1951627.505 	000.621 	000.500 	000.250 	000.063 	000.016
area 	11552 	4 	11534 	4 	2000.000 	1939.852 	060.148 	000.030 	3141452.445 	1350936.919 	1790515.526 	000.570 	000.500 	000.250 	000.063 	000.016
diameter 	11552 	5 	11539 	5 	2000.000 	1996.604 	003.396 	000.002 	3141137.082 	1573081.161 	1568055.921 	000.499 	000.447 	000.200 	000.040 	000.008
area 	11552 	5 	11543 	5 	2000.000 	1992.207 	007.793 	000.004 	3141448.085 	1676278.665 	1465169.420 	000.466 	000.447 	000.200 	000.040 	000.008
diameter 	11552 	6 	11544 	6 	2000.000 	1993.744 	006.256 	000.003 	3141479.117 	1908580.520 	1232898.596 	000.392 	000.408 	000.167 	000.028 	000.005
area 	11552 	6 	11538 	6 	2000.000 	1995.357 	004.643 	000.002 	3141013.056 	1538419.605 	1602593.451 	000.510 	000.408 	000.167 	000.028 	000.005
diameter 	11552 	7 	11539 	7 	2000.000 	1999.927 	000.073 	000.000 	3141583.595 	1885444.209 	1256139.386 	000.400 	000.378 	000.143 	000.020 	000.003
area 	11552 	7 	11540 	7 	2000.000 	1999.985 	000.015 	000.000 	3141137.714 	2267108.812 	874028.903 	000.278 	000.378 	000.143 	000.020 	000.003
diameter 	11552 	8 	11530 	8 	2000.000 	1999.937 	000.063 	000.000 	3141394.113 	2410572.849 	730821.264 	000.233 	000.354 	000.125 	000.016 	000.002
area 	11552 	8 	11528 	8 	2000.000 	1993.878 	006.122 	000.003 	3141182.405 	2438083.834 	703098.571 	000.224 	000.354 	000.125 	000.016 	000.002
diameter 	11552 	9 	11536 	9 	2000.000 	1995.937 	004.063 	000.002 	3141258.881 	2397856.660 	743402.221 	000.237 	000.333 	000.111 	000.012 	000.001
area 	11552 	9 	11540 	9 	2000.000 	1999.447 	000.553 	000.000 	3141438.474 	2282649.892 	858788.581 	000.273 	000.333 	000.111 	000.012 	000.001
diameter 	11552 	3 	11532 	3 	2000.000 	1849.591 	150.409 	000.075 	3141568.512 	917256.146 	2224312.367 	000.708 	000.577 	000.333 	000.111 	000.037
area 	11552 	3 	11539 	3 	2000.000 	1916.106 	083.894 	000.042 	3141543.698 	225346.975 	2916196.723 	000.928 	000.577 	000.333 	000.111 	000.037
diameter 	11552 	4 	11531 	4 	2000.000 	1980.214 	019.786 	000.010 	3140986.362 	1285307.920 	1855678.442 	000.591 	000.500 	000.250 	000.063 	000.016
area 	11552 	4 	11539 	4 	2000.000 	1976.940 	023.060 	000.012 	3141031.095 	626207.601 	2514823.494 	000.801 	000.500 	000.250 	000.063 	000.016
diameter 	11552 	5 	11542 	5 	2000.000 	1984.484 	015.516 	000.008 	3140796.571 	1530416.630 	1610379.942 	000.513 	000.447 	000.200 	000.040 	000.008
area 	11552 	5 	11532 	5 	2000.000 	1992.578 	007.422 	000.004 	3141499.943 	1675911.857 	1465588.085 	000.467 	000.447 	000.200 	000.040 	000.008
diameter 	11552 	6 	11532 	6 	2000.000 	1999.605 	000.395 	000.000 	3140717.458 	1941132.065 	1199585.393 	000.382 	000.408 	000.167 	000.028 	000.005
area 	11552 	6 	11537 	6 	2000.000 	1999.943 	000.057 	000.000 	3141126.758 	1602437.540 	1538689.218 	000.490 	000.408 	000.167 	000.028 	000.005
diameter 	11552 	7 	11536 	7 	2000.000 	1997.140 	002.860 	000.001 	3141117.575 	2150286.393 	990831.182 	000.315 	000.378 	000.143 	000.020 	000.003
area 	11552 	7 	11537 	7 	2000.000 	1999.988 	000.012 	000.000 	3141326.186 	2282010.217 	859315.969 	000.274 	000.378 	000.143 	000.020 	000.003
diameter 	11552 	8 	11541 	8 	2000.000 	1999.610 	000.390 	000.000 	3141349.040 	2255444.762 	885904.279 	000.282 	000.354 	000.125 	000.016 	000.002
area 	11552 	8 	11536 	8 	2000.000 	1994.330 	005.670 	000.003 	3141400.955 	2124154.025 	1017246.930 	000.324 	000.354 	000.125 	000.016 	000.002
diameter 	11552 	9 	11542 	9 	2000.000 	1999.443 	000.557 	000.000 	3141177.295 	2006415.700 	1134761.595 	000.361 	000.333 	000.111 	000.012 	000.001
area 	11552 	9 	11541 	9 	2000.000 	1998.942 	001.058 	000.001 	3141394.676 	2317353.988 	824040.688 	000.262 	000.333 	000.111 	000.012 	000.001
diameter 	13862 	3 	13854 	3 	2000.000 	1934.376 	065.624 	000.033 	3141333.431 	745398.371 	2395935.061 	000.763 	000.577 	000.333 	000.111 	000.037
area 	13862 	3 	13842 	3 	2000.000 	1875.719 	124.281 	000.062 	3141246.641 	869581.527 	2271665.114 	000.723 	000.577 	000.333 	000.111 	000.037
diameter 	13862 	4 	13833 	4 	2000.000 	1998.452 	001.548 	000.001 	3141462.253 	888780.574 	2252681.679 	000.717 	000.500 	000.250 	000.063 	000.016
area 	13862 	4 	13843 	4 	2000.000 	1984.698 	015.302 	000.008 	3140857.892 	623256.595 	2517601.297 	000.802 	000.500 	000.250 	000.063 	000.016
diameter 	13862 	5 	13834 	5 	2000.000 	1915.525 	084.475 	000.042 	3141347.007 	967824.860 	2173522.146 	000.692 	000.447 	000.200 	000.040 	000.008
area 	13862 	5 	13844 	5 	2000.000 	1995.516 	004.484 	000.002 	3141121.850 	1497680.047 	1643441.803 	000.523 	000.447 	000.200 	000.040 	000.008
diameter 	13862 	6 	13847 	6 	2000.000 	1983.604 	016.396 	000.008 	3141362.284 	1679307.867 	1462054.417 	000.465 	000.408 	000.167 	000.028 	000.005
area 	13862 	6 	13844 	6 	2000.000 	1997.627 	002.373 	000.001 	3141166.388 	1699934.929 	1441231.459 	000.459 	000.408 	000.167 	000.028 	000.005
diameter 	13862 	7 	13840 	7 	2000.000 	1998.157 	001.843 	000.001 	3141203.864 	2461666.942 	679536.921 	000.216 	000.378 	000.143 	000.020 	000.003
area 	13862 	7 	13838 	7 	2000.000 	1979.425 	020.575 	000.010 	3141532.473 	2205244.648 	936287.825 	000.298 	000.378 	000.143 	000.020 	000.003
diameter 	13862 	8 	13840 	8 	2000.000 	1989.837 	010.163 	000.005 	3141487.276 	2020962.980 	1120524.296 	000.357 	000.354 	000.125 	000.016 	000.002
area 	13862 	8 	13845 	8 	2000.000 	1998.879 	001.121 	000.001 	3141571.889 	2415479.342 	726092.548 	000.231 	000.354 	000.125 	000.016 	000.002
diameter 	13862 	9 	13843 	9 	2000.000 	1999.495 	000.505 	000.000 	3141541.833 	2266115.611 	875426.222 	000.279 	000.333 	000.111 	000.012 	000.001
area 	13862 	9 	13831 	9 	2000.000 	1999.976 	000.024 	000.000 	3141562.478 	2338785.125 	802777.352 	000.256 	000.333 	000.111 	000.012 	000.001
diameter 	13862 	3 	13836 	3 	2000.000 	1816.019 	183.981 	000.092 	3141064.244 	773422.014 	2367642.231 	000.754 	000.577 	000.333 	000.111 	000.037
area 	13862 	3 	13838 	3 	2000.000 	1995.534 	004.466 	000.002 	3141326.868 	414503.141 	2726823.727 	000.868 	000.577 	000.333 	000.111 	000.037
diameter 	13862 	4 	13842 	4 	2000.000 	1952.225 	047.775 	000.024 	3141320.600 	1145165.728 	1996154.872 	000.635 	000.500 	000.250 	000.063 	000.016
area 	13862 	4 	13839 	4 	2000.000 	1936.938 	063.062 	000.032 	3141255.988 	1376617.162 	1764638.826 	000.562 	000.500 	000.250 	000.063 	000.016
diameter 	13862 	5 	13843 	5 	2000.000 	1974.767 	025.233 	000.013 	3139861.625 	1291633.481 	1848228.144 	000.589 	000.447 	000.200 	000.040 	000.008
area 	13862 	5 	13840 	5 	2000.000 	1988.550 	011.450 	000.006 	3141096.762 	1588221.577 	1552875.185 	000.494 	000.447 	000.200 	000.040 	000.008
diameter 	13862 	6 	13835 	6 	2000.000 	1984.986 	015.014 	000.008 	3141149.838 	2121315.913 	1019833.925 	000.325 	000.408 	000.167 	000.028 	000.005
area 	13862 	6 	13829 	6 	2000.000 	1999.485 	000.515 	000.000 	3140734.755 	2042623.155 	1098111.601 	000.350 	000.408 	000.167 	000.028 	000.005
diameter 	13862 	7 	13838 	7 	2000.000 	1999.945 	000.055 	000.000 	3141561.843 	2059272.421 	1082289.421 	000.345 	000.378 	000.143 	000.020 	000.003
area 	13862 	7 	13839 	7 	2000.000 	1999.838 	000.162 	000.000 	3141199.645 	1908810.972 	1232388.673 	000.392 	000.378 	000.143 	000.020 	000.003
diameter 	13862 	8 	13827 	8 	2000.000 	1994.705 	005.295 	000.003 	3141579.499 	2083199.815 	1058379.683 	000.337 	000.354 	000.125 	000.016 	000.002
area 	13862 	8 	13840 	8 	2000.000 	1999.395 	000.605 	000.000 	3141098.978 	2467566.258 	673532.720 	000.214 	000.354 	000.125 	000.016 	000.002
diameter 	13862 	9 	13842 	9 	2000.000 	1998.721 	001.279 	000.001 	3141508.972 	2442016.082 	699492.890 	000.223 	000.333 	000.111 	000.012 	000.001
area 	13862 	9 	13829 	9 	2000.000 	1999.997 	000.003 	000.000 	3141540.010 	2436267.351 	705272.660 	000.224 	000.333 	000.111 	000.012 	000.001
diameter 	13862 	3 	13838 	3 	2000.000 	1951.167 	048.833 	000.024 	3140696.651 	695081.405 	2445615.246 	000.779 	000.577 	000.333 	000.111 	000.037
area 	13862 	3 	13848 	3 	2000.000 	1963.831 	036.169 	000.018 	3140859.060 	650070.582 	2490788.478 	000.793 	000.577 	000.333 	000.111 	000.037
diameter 	13862 	4 	13848 	4 	2000.000 	1936.666 	063.334 	000.032 	3141505.467 	1278063.178 	1863442.289 	000.593 	000.500 	000.250 	000.063 	000.016
area 	13862 	4 	13846 	4 	2000.000 	1981.736 	018.264 	000.009 	3141149.861 	1458049.155 	1683100.706 	000.536 	000.500 	000.250 	000.063 	000.016
diameter 	13862 	5 	13842 	5 	2000.000 	1999.911 	000.089 	000.000 	3141559.877 	1622256.224 	1519303.653 	000.484 	000.447 	000.200 	000.040 	000.008
area 	13862 	5 	13848 	5 	2000.000 	1999.134 	000.866 	000.000 	3141145.755 	1616332.007 	1524813.748 	000.485 	000.447 	000.200 	000.040 	000.008
diameter 	13862 	6 	13833 	6 	2000.000 	1981.978 	018.022 	000.009 	3141017.563 	1659095.979 	1481921.584 	000.472 	000.408 	000.167 	000.028 	000.005
area 	13862 	6 	13832 	6 	2000.000 	1995.774 	004.226 	000.002 	3141439.551 	2092136.162 	1049303.389 	000.334 	000.408 	000.167 	000.028 	000.005
diameter 	13862 	7 	13842 	7 	2000.000 	1996.334 	003.666 	000.002 	3141199.754 	1855223.820 	1285975.934 	000.409 	000.378 	000.143 	000.020 	000.003
area 	13862 	7 	13834 	7 	2000.000 	1997.182 	002.818 	000.001 	3141320.934 	2039819.382 	1101501.552 	000.351 	000.378 	000.143 	000.020 	000.003
diameter 	13862 	8 	13836 	8 	2000.000 	1999.123 	000.877 	000.000 	3141102.152 	2212485.056 	928617.096 	000.296 	000.354 	000.125 	000.016 	000.002
area 	13862 	8 	13838 	8 	2000.000 	2000.000 	000.000 	000.000 	3141123.399 	2376893.699 	764229.700 	000.243 	000.354 	000.125 	000.016 	000.002
diameter 	13862 	9 	13831 	9 	2000.000 	1999.988 	000.012 	000.000 	3140903.265 	2626783.045 	514120.220 	000.164 	000.333 	000.111 	000.012 	000.001
area 	13862 	9 	13843 	9 	2000.000 	1999.934 	000.066 	000.000 	3141102.828 	2291829.986 	849272.842 	000.270 	000.333 	000.111 	000.012 	000.001
diameter 	16634 	3 	16579 	3 	2000.000 	1959.852 	040.148 	000.020 	3141497.924 	200705.527 	2940792.397 	000.936 	000.577 	000.333 	000.111 	000.037
area 	16634 	3 	16601 	3 	2000.000 	1808.758 	191.242 	000.096 	3141438.599 	903559.713 	2237878.885 	000.712 	000.577 	000.333 	000.111 	000.037
diameter 	16634 	4 	16591 	4 	2000.000 	1987.481 	012.519 	000.006 	3140836.296 	860403.312 	2280432.985 	000.726 	000.500 	000.250 	000.063 	000.016
area 	16634 	4 	16602 	4 	2000.000 	1884.346 	115.654 	000.058 	3140910.409 	833130.288 	2307780.121 	000.735 	000.500 	000.250 	000.063 	000.016
diameter 	16634 	5 	16603 	5 	2000.000 	1934.559 	065.441 	000.033 	3141257.771 	1291888.030 	1849369.741 	000.589 	000.447 	000.200 	000.040 	000.008
area 	16634 	5 	16580 	5 	2000.000 	1997.724 	002.276 	000.001 	3141286.968 	1143331.218 	1997955.751 	000.636 	000.447 	000.200 	000.040 	000.008
diameter 	16634 	6 	16580 	6 	2000.000 	1990.351 	009.649 	000.005 	3141475.793 	1448244.640 	1693231.153 	000.539 	000.408 	000.167 	000.028 	000.005
area 	16634 	6 	16591 	6 	2000.000 	1996.960 	003.040 	000.002 	3141413.296 	1874680.207 	1266733.089 	000.403 	000.408 	000.167 	000.028 	000.005
diameter 	16634 	7 	16574 	7 	2000.000 	1995.411 	004.589 	000.002 	3141323.165 	2183636.067 	957687.098 	000.305 	000.378 	000.143 	000.020 	000.003
area 	16634 	7 	16591 	7 	2000.000 	1998.246 	001.754 	000.001 	3141202.794 	2180549.515 	960653.280 	000.306 	000.378 	000.143 	000.020 	000.003
diameter 	16634 	8 	16591 	8 	2000.000 	1998.434 	001.566 	000.001 	3141429.936 	2163872.592 	977557.344 	000.311 	000.354 	000.125 	000.016 	000.002
