type        	size 	hullsize 	trueHullsize 	budget 	trueDiameter 	strDiameter 	diameterDiff 	relDiamDiff 	trueArea 	streamedArea 	areaDiff 	relAreaDiff 	errorModel1 	errorModel2 	errorModel3 	errorModel4
diameter 	59598 	8 	58167 	8 	2000.000 	1997.142 	002.858 	000.001 	3141558.373 	2390011.447 	751546.926 	000.239 	000.354 	000.125 	000.016 	000.002
area 	59598 	8 	58182 	8 	2000.000 	1996.428 	003.572 	000.002 	3141495.197 	2241763.476 	899731.721 	000.286 	000.354 	000.125 	000.016 	000.002
diameter 	59598 	9 	58157 	9 	2000.000 	1999.617 	000.383 	000.000 	3141588.984 	2144840.836 	996748.148 	000.317 	000.333 	000.111 	000.012 	000.001
area 	59598 	9 	58203 	9 	2000.000 	1984.307 	015.693 	000.008 	3141328.482 	2352206.452 	789122.031 	000.251 	000.333 	000.111 	000.012 	000.001
diameter 	59598 	10 	58211 	10 	2000.000 	1998.531 	001.469 	000.001 	3141550.310 	2513499.376 	628050.934 	000.200 	000.316 	000.100 	000.010 	000.001
area 	59598 	10 	58167 	10 	2000.000 	1999.957 	000.043 	000.000 	3141508.293 	2271407.121 	870101.172 	000.277 	000.316 	000.100 	000.010 	000.001
diameter 	59598 	3 	58198 	3 	2000.000 	1998.959 	001.041 	000.001 	3141556.639 	508707.686 	2632848.954 	000.838 	000.577 	000.333 	000.111 	000.037
area 	59598 	3 	58175 	3 	2000.000 	1966.094 	033.906 	000.017 	3141537.657 	860596.192 	2280941.465 	000.726 	000.577 	000.333 	000.111 	000.037
diameter 	59598 	4 	58139 	4 	2000.000 	1969.320 	030.680 	000.015 	3141443.213 	1395618.792 	1745824.421 	000.556 	000.500 	000.250 	000.063 	000.016
area 	59598 	4 	58189 	4 	2000.000 	1787.274 	212.726 	000.106 	3141458.075 	1006093.128 	2135364.946 	000.680 	000.500 	000.250 	000.063 	000.016
diameter 	59598 	5 	58178 	5 	2000.000 	1999.958 	000.042 	000.000 	3141581.777 	1621238.506 	1520343.271 	000.484 	000.447 	000.200 	000.040 	000.008
area 	59598 	5 	58232 	5 	2000.000 	1998.925 	001.075 	000.001 	3141559.295 	1671491.463 	1470067.832 	000.468 	000.447 	000.200 	000.040 	000.008
diameter 	59598 	6 	58134 	6 	2000.000 	1995.135 	004.865 	000.002 	3141528.217 	1825881.128 	1315647.089 	000.419 	000.408 	000.167 	000.028 	000.005
area 	59598 	6 	58201 	6 	2000.000 	1972.745 	027.255 	000.014 	3141577.613 	1279980.213 	1861597.400 	000.593 	000.408 	000.167 	000.028 	000.005
diameter 	59598 	7 	58177 	7 	2000.000 	1998.083 	001.917 	000.001 	3141429.885 	2436120.293 	705309.593 	000.225 	000.378 	000.143 	000.020 	000.003
area 	59598 	7 	58204 	7 	2000.000 	1999.603 	000.397 	000.000 	3141529.511 	2226262.225 	915267.286 	000.291 	000.378 	000.143 	000.020 	000.003
diameter 	59598 	8 	58202 	8 	2000.000 	1997.057 	002.943 	000.001 	3141567.617 	2225461.568 	916106.049 	000.292 	000.354 	000.125 	000.016 	000.002
area 	59598 	8 	58139 	8 	2000.000 	1999.733 	000.267 	000.000 	3141470.957 	2200861.919 	940609.038 	000.299 	000.354 	000.125 	000.016 	000.002
diameter 	59598 	9 	58193 	9 	2000.000 	1999.998 	000.002 	000.000 	3141588.863 	2472909.757 	668679.106 	000.213 	000.333 	000.111 	000.012 	000.001
area 	59598 	9 	58160 	9 	2000.000 	1999.949 	000.051 	000.000 	3141552.035 	2312256.378 	829295.657 	000.264 	000.333 	000.111 	000.012 	000.001
diameter 	59598 	10 	58090 	10 	2000.000 	1999.308 	000.692 	000.000 	3141489.853 	2729389.029 	412100.824 	000.131 	000.316 	000.100 	000.010 	000.001
area 	59598 	10 	58206 	10 	2000.000 	1999.542 	000.458 	000.000 	3141522.267 	2551263.390 	590258.876 	000.188 	000.316 	000.100 	000.010 	000.001
diameter 	59598 	3 	58260 	3 	2000.000 	1959.622 	040.378 	000.020 	3141490.144 	645883.878 	2495606.266 	000.794 	000.577 	000.333 	000.111 	000.037
area 	59598 	3 	58210 	3 	2000.000 	1839.783 	160.217 	000.080 	3141573.072 	916152.392 	2225420.680 	000.708 	000.577 	000.333 	000.111 	000.037
diameter 	59598 	4 	58166 	4 	2000.000 	1986.247 	013.753 	000.007 	3141580.461 	1126069.680 	2015510.781 	000.642 	000.500 	000.250 	000.063 	000.016
area 	59598 	4 	58233 	4 	2000.000 	1981.578 	018.422 	000.009 	3141534.665 	1116812.179 	2024722.485 	000.645 	000.500 	000.250 	000.063 	000.016
diameter 	59598 	5 	58110 	5 	2000.000 	1984.714 	015.286 	000.008 	3141476.067 	1626067.603 	1515408.464 	000.482 	000.447 	000.200 	000.040 	000.008
area 	59598 	5 	58158 	5 	2000.000 	1997.091 	002.909 	000.001 	3141547.483 	1101382.478 	2040165.005 	000.649 	000.447 	000.200 	000.040 	000.008
diameter 	59598 	6 	58201 	6 	2000.000 	1999.688 	000.312 	000.000 	3141300.348 	1909608.938 	1231691.410 	000.392 	000.408 	000.167 	000.028 	000.005
area 	59598 	6 	58243 	6 	2000.000 	1997.949 	002.051 	000.001 	3141571.220 	2162979.320 	978591.900 	000.311 	000.408 	000.167 	000.028 	000.005
diameter 	59598 	7 	58126 	7 	2000.000 	1999.976 	000.024 	000.000 	3141502.972 	1808171.919 	1333331.053 	000.424 	000.378 	000.143 	000.020 	000.003
area 	59598 	7 	58158 	7 	2000.000 	1988.278 	011.722 	000.006 	3141589.060 	2009290.359 	1132298.701 	000.360 	000.378 	000.143 	000.020 	000.003
diameter 	59598 	8 	58125 	8 	2000.000 	1999.997 	000.003 	000.000 	3141581.787 	2304399.808 	837181.978 	000.266 	000.354 	000.125 	000.016 	000.002
area 	59598 	8 	58178 	8 	2000.000 	1999.499 	000.501 	000.000 	3141373.282 	2267328.433 	874044.849 	000.278 	000.354 	000.125 	000.016 	000.002
diameter 	59598 	9 	58196 	9 	2000.000 	1999.728 	000.272 	000.000 	3141532.937 	2100784.209 	1040748.728 	000.331 	000.333 	000.111 	000.012 	000.001
area 	59598 	9 	58246 	9 	2000.000 	1998.165 	001.835 	000.001 	3141525.028 	2279369.724 	862155.304 	000.274 	000.333 	000.111 	000.012 	000.001
diameter 	59598 	10 	58174 	10 	2000.000 	1999.917 	000.083 	000.000 	3141557.942 	2183364.602 	958193.340 	000.305 	000.316 	000.100 	000.010 	000.001
area 	59598 	10 	58174 	10 	2000.000 	1999.987 	000.013 	000.000 	3141534.276 	2510331.691 	631202.585 	000.201 	000.316 	000.100 	000.010 	000.001
diameter 	71517 	3 	69209 	3 	2000.000 	1856.451 	143.549 	000.072 	3141554.509 	926409.177 	2215145.333 	000.705 	000.577 	000.333 	000.111 	000.037
area 	71517 	3 	69168 	3 	2000.000 	1899.212 	100.788 	000.050 	3141581.168 	882753.233 	2258827.935 	000.719 	000.577 	000.333 	000.111 	000.037
diameter 	71517 	4 	69211 	4 	2000.000 	1930.551 	069.449 	000.035 	3141543.185 	487420.970 	2654122.215 	000.845 	000.500 	000.250 	000.063 	000.016
area 	71517 	4 	69165 	4 	2000.000 	1926.169 	073.831 	000.037 	3141456.360 	624002.681 	2517453.679 	000.801 	000.500 	000.250 	000.063 	000.016
diameter 	71517 	5 	69199 	5 	2000.000 	1990.800 	009.200 	000.005 	3141511.765 	1686647.240 	1454864.524 	000.463 	000.447 	000.200 	000.040 	000.008
area 	71517 	5 	69193 	5 	2000.000 	1999.722 	000.278 	000.000 	3141551.102 	1295600.314 	1845950.789 	000.588 	000.447 	000.200 	000.040 	000.008
diameter 	71517 	6 	69138 	6 	2000.000 	1988.188 	011.812 	000.006 	3141468.742 	1720501.933 	1420966.810 	000.452 	000.408 	000.167 	000.028 	000.005
area 	71517 	6 	69163 	6 	2000.000 	1999.821 	000.179 	000.000 	3141465.878 	1441293.955 	1700171.923 	000.541 	000.408 	000.167 	000.028 	000.005
diameter 	71517 	7 	69233 	7 	2000.000 	1992.877 	007.123 	000.004 	3141578.674 	2069963.373 	1071615.301 	000.341 	000.378 	000.143 	000.020 	000.003
area 	71517 	7 	69158 	7 	2000.000 	1999.822 	000.178 	000.000 	3141572.508 	2085438.665 	1056133.843 	000.336 	000.378 	000.143 	000.020 	000.003
diameter 	71517 	8 	69183 	8 	2000.000 	1999.121 	000.879 	000.000 	3141464.999 	2302404.276 	839060.724 	000.267 	000.354 	000.125 	000.016 	000.002
area 	71517 	8 	69223 	8 	2000.000 	1992.065 	007.935 	000.004 	3141531.761 	1991835.334 	1149696.427 	000.366 	000.354 	000.125 	000.016 	000.002
diameter 	71517 	9 	69213 	9 	2000.000 	1999.999 	000.001 	000.000 	3141571.465 	2089143.409 	1052428.056 	000.335 	000.333 	000.111 	000.012 	000.001
area 	71517 	9 	69256 	9 	2000.000 	1999.981 	000.019 	000.000 	3141584.859 	2037455.568 	1104129.291 	000.351 	000.333 	000.111 	000.012 	000.001
diameter 	71517 	10 	69225 	10 	2000.000 	1997.250 	002.750 	000.001 	3141486.297 	2586138.584 	555347.713 	000.177 	000.316 	000.100 	000.010 	000.001
area 	71517 	10 	69265 	10 	2000.000 	1999.729 	000.271 	000.000 	3141536.591 	2161771.643 	979764.948 	000.312 	000.316 	000.100 	000.010 	000.001
diameter 	71517 	11 	69304 	11 	2000.000 	1999.946 	000.054 	000.000 	3141590.385 	2447737.852 	693852.534 	000.221 	000.302 	000.091 	000.008 	000.001
area 	71517 	11 	69245 	11 	2000.000 	1998.388 	001.612 	000.001 	3141454.441 	2546068.109 	595386.332 	000.190 	000.302 	000.091 	000.008 	000.001
diameter 	71517 	3 	69252 	3 	2000.000 	1853.891 	146.109 	000.073 	3141549.995 	920210.066 	2221339.928 	000.707 	000.577 	000.333 	000.111 	000.037
area 	71517 	3 	69169 	3 	2000.000 	1918.794 	081.206 	000.041 	3141561.294 	590148.082 	2551413.212 	000.812 	000.577 	000.333 	000.111 	000.037
diameter 	71517 	4 	69184 	4 	2000.000 	1964.877 	035.123 	000.018 	3141507.065 	1075215.736 	2066291.329 	000.658 	000.500 	000.250 	000.063 	000.016
area 	71517 	4 	69196 	4 	2000.000 	1997.803 	002.197 	000.001 	3141592.486 	1392475.691 	1749116.795 	000.557 	000.500 	000.250 	000.063 	000.016
diameter 	71517 	5 	69153 	5 	2000.000 	1991.113 	008.887 	000.004 	3141572.530 	1199067.367 	1942505.162 	000.618 	000.447 	000.200 	000.040 	000.008
area 	71517 	5 	69166 	5 	2000.000 	1999.674 	000.326 	000.000 	3141545.098 	1475111.916 	1666433.182 	000.530 	000.447 	000.200 	000.040 	000.008
diameter 	71517 	6 	69267 	6 	2000.000 	1999.937 	000.063 	000.000 	3141514.583 	1917491.110 	1224023.473 	000.390 	000.408 	000.167 	000.028 	000.005
area 	71517 	6 	69235 	6 	2000.000 	1980.038 	019.962 	000.010 	3141328.237 	2094862.123 	1046466.114 	000.333 	000.408 	000.167 	000.028 	000.005
diameter 	71517 	7 	69187 	7 	2000.000 	1999.980 	000.020 	000.000 	3141585.585 	2030706.502 	1110879.084 	000.354 	000.378 	000.143 	000.020 	000.003
area 	71517 	7 	69286 	7 	2000.000 	1998.061 	001.939 	000.001 	3141544.311 	2003127.886 	1138416.425 	000.362 	000.378 	000.143 	000.020 	000.003
diameter 	71517 	8 	69159 	8 	2000.000 	1996.222 	003.778 	000.002 	3141567.294 	2369369.191 	772198.103 	000.246 	000.354 	000.125 	000.016 	000.002
area 	71517 	8 	69253 	8 	2000.000 	1996.968 	003.032 	000.002 	3141476.055 	2223545.569 	917930.487 	000.292 	000.354 	000.125 	000.016 	000.002
diameter 	71517 	9 	69221 	9 	2000.000 	1998.116 	001.884 	000.001 	3141573.053 	2268026.098 	873546.955 	000.278 	000.333 	000.111 	000.012 	000.001
area 	71517 	9 	69149 	9 	2000.000 	1999.275 	000.725 	000.000 	3141574.311 	2453288.716 	688285.595 	000.219 	000.333 	000.111 	000.012 	000.001
diameter 	71517 	10 	69346 	10 	2000.000 	1996.877 	003.123 	000.002 	3141524.796 	2421773.634 	719751.162 	000.229 	000.316 	000.100 	000.010 	000.001
area 	71517 	10 	69222 	10 	2000.000 	1999.719 	000.281 	000.000 	3141567.628 	2568851.269 	572716.359 	000.182 	000.316 	000.100 	000.010 	000.001
diameter 	71517 	11 	69182 	11 	2000.000 	1999.891 	000.109 	000.000 	3141515.649 	2715021.373 	426494.276 	000.136 	000.302 	000.091 	000.008 	000.001
area 	71517 	11 	69221 	11 	2000.000 	1999.948 	000.052 	000.000 	3141440.789 	2643857.490 	497583.298 	000.158 	000.302 	000.091 	000.008 	000.001
diameter 	71517 	3 	69187 	3 	2000.000 	1800.180 	199.820 	000.100 	3141542.081 	857343.094 	2284198.987 	000.727 	000.577 	000.333 	000.111 	000.037
area 	71517 	3 	69243 	3 	2000.000 	1958.821 	041.179 	000.021 	3141523.288 	697030.127 	2444493.161 	000.778 	000.577 	000.333 	000.111 	000.037
diameter 	71517 	4 	69237 	4 	2000.000 	1875.051 	124.949 	000.062 	3141505.767 	1084281.693 	2057224.074 	000.655 	000.500 	000.250 	000.063 	000.016
area 	71517 	4 	69213 	4 	2000.000 	1970.830 	029.170 	000.015 	3141560.539 	1066790.993 	2074769.546 	000.660 	000.500 	000.250 	000.063 	000.016
diameter 	71517 	5 	69104 	5 	2000.000 	1995.409 	004.591 	000.002 	3141501.229 	1761097.750 	1380403.479 	000.439 	000.447 	000.200 	000.040 	000.008
area 	71517 	5 	69279 	5 	2000.000 	1971.212 	028.788 	000.014 	3141565.765 	1176628.744 	1964937.021 	000.625 	000.447 	000.200 	000.040 	000.008
diameter 	71517 	6 	69238 	6 	2000.000 	1997.286 	002.714 	000.001 	3141469.846 	1837042.948 	1304426.897 	000.415 	000.408 	000.167 	000.028 	000.005
area 	71517 	6 	69224 	6 	2000.000 	1989.547 	010.453 	000.005 	3141582.377 	1890560.550 	1251021.827 	000.398 	000.408 	000.167 	000.028 	000.005
diameter 	71517 	7 	69275 	7 	2000.000 	1997.831 	002.169 	000.001 	3141571.527 	1609319.173 	1532252.354 	000.488 	000.378 	000.143 	000.020 	000.003
area 	71517 	7 	69252 	7 	2000.000 	1999.084 	000.916 	000.000 	3141538.524 	1882534.584 	1259003.940 	000.401 	000.378 	000.143 	000.020 	000.003
diameter 	71517 	8 	69167 	8 	2000.000 	1996.490 	003.510 	000.002 	3141541.884 	2403905.155 	737636.729 	000.235 	000.354 	000.125 	000.016 	000.002
area 	71517 	8 	69245 	8 	2000.000 	1997.690 	002.310 	000.001 	3141488.247 	1913716.451 	1227771.796 	000.391 	000.354 	000.125 	000.016 	000.002
diameter 	71517 	9 	69229 	9 	2000.000 	1999.433 	000.567 	000.000 	3141539.027 	2316645.735 	824893.292 	000.263 	000.333 	000.111 	000.012 	000.001
area 	71517 	9 	69264 	9 	2000.000 	1999.825 	000.175 	000.000 	3141536.473 	2289434.301 	852102.173 	000.271 	000.333 	000.111 	000.012 	000.001
diameter 	71517 	10 	69141 	10 	2000.000 	1999.674 	000.326 	000.000 	3141555.108 	2061131.420 	1080423.688 	000.344 	000.316 	000.100 	000.010 	000.001
area 	71517 	10 	69196 	10 	2000.000 	1999.094 	000.906 	000.000 	3141558.555 	2484976.068 	656582.487 	000.209 	000.316 	000.100 	000.010 	000.001
diameter 	71517 	11 	69187 	11 	2000.000 	1997.638 	002.362 	000.001 	3141588.017 	2561549.556 	580038.460 	000.185 	000.302 	000.091 	000.008 	000.001
area 	71517 	11 	69280 	11 	2000.000 	1999.219 	000.781 	000.000 	3141588.873 	2540806.002 	600782.871 	000.191 	000.302 	000.091 	000.008 	000.001
diameter 	85820 	3 	82162 	3 	2000.000 	1850.004 	149.996 	000.075 	3141550.839 	851440.052 	2290110.786 	000.729 	000.577 	000.333 	000.111 	000.037
area 	85820 	3 	82089 	3 	2000.000 	1912.813 	087.187 	000.044 	3141503.917 	955206.215 	2186297.702 	000.696 	000.577 	000.333 	000.111 	000.037
diameter 	85820 	4 	82120 	4 	2000.000 	1998.062 	001.938 	000.001 	3141576.885 	757122.628 	2384454.257 	000.759 	000.500 	000.250 	000.063 	000.016
area 	85820 	4 	82153 	4 	2000.000 	1998.015 	001.985 	000.001 	3141506.367 	807541.817 	2333964.550 	000.743 	000.500 	000.250 	000.063 	000.016
diameter 	85820 	5 	82120 	5 	2000.000 	1984.040 	015.960 	000.008 	3141553.935 	1460632.764 	1680921.171 	000.535 	000.447 	000.200 	000.040 	000.008
area 	85820 	5 	82195 	5 	2000.000 	1999.593 	000.407 	000.000 	3141587.920 	1208055.094 	1933532.826 	000.615 	000.447 	000.200 	000.040 	000.008
diameter 	85820 	6 	82085 	6 	2000.000 	1994.134 	005.866 	000.003 	3141516.883 	1774099.523 	1367417.360 	000.435 	000.408 	000.167 	000.028 	000.005
area 	85820 	6 	82230 	6 	2000.000 	1999.121 	000.879 	000.000 	3141541.762 	1687781.417 	1453760.345 	000.463 	000.408 	000.167 	000.028 	000.005
diameter 	85820 	7 	82154 	7 	2000.000 	1998.225 	001.775 	000.001 	3141557.083 	2295499.796 	846057.288 	000.269 	000.378 	000.143 	000.020 	000.003
area 	85820 	7 	82050 	7 	2000.000 	1999.373 	000.627 	000.000 	3141392.702 	1970250.344 	1171142.358 	000.373 	000.378 	000.143 	000.020 	000.003
diameter 	85820 	8 	82073 	8 	2000.000 	2000.000 	000.000 	000.000 	3141525.966 	2210257.939 	931268.028 	000.296 	000.354 	000.125 	000.016 	000.002
area 	85820 	8 	82066 	8 	2000.000 	1986.399 	013.601 	000.007 	3141532.240 	2041485.689 	1100046.550 	000.350 	000.354 	000.125 	000.016 	000.002
diameter 	85820 	9 	82132 	9 	2000.000 	1996.491 	003.509 	000.002 	3141573.454 	2405992.611 	735580.844 	000.234 	000.333 	000.111 	000.012 	000.001
area 	85820 	9 	82153 	9 	2000.000 	1998.156 	001.844 	000.001 	3141588.653 	2497186.924 	644401.730 	000.205 	000.333 	000.111 	000.012 	000.001
diameter 	85820 	10 	82029 	10 	2000.000 	1999.669 	000.331 	000.000 	3141495.108 	2432275.313 	709219.796 	000.226 	000.316 	000.100 	000.010 	000.001
area 	85820 	10 	82163 	10 	2000.000 	1999.063 	000.937 	000.000 	3141581.539 	2264335.520 	877246.019 	000.279 	000.316 	000.100 	000.010 	000.001
diameter 	85820 	11 	82196 	11 	2000.000 	1999.979 	000.021 	000.000 	3141549.147 	2589410.973 	552138.175 	000.176 	000.302 	000.091 	000.008 	000.001
area 	85820 	11 	82119 	11 	2000.000 	1999.995 	000.005 	000.000 	3141562.306 	2654186.174 	487376.132 	000.155 	000.302 	000.091 	000.008 	000.001
diameter 	85820 	3 	82045 	3 	2000.000 	1959.030 	040.970 	000.020 	3141578.065 	831459.618 	2310118.447 	000.735 	000.577 	000.333 	000.111 	000.037
area 	85820 	3 	82161 	3 	2000.000 	1832.229 	167.771 	000.084 	3141587.087 	908446.872 	2233140.215 	000.711 	000.577 	000.333 	000.111 	000.037
diameter 	85820 	4 	82247 	4 	2000.000 	1999.975 	000.025 	000.000 	3141522.842 	1442737.348 	1698785.494 	000.541 	000.500 	000.250 	000.063 	000.016
area 	85820 	4 	82133 	4 	2000.000 	1999.626 	000.374 	000.000 	3141565.330 	1446002.343 	1695562.987 	000.540 	000.500 	000.250 	000.063 	000.016
diameter 	85820 	5 	82075 	5 	2000.000 	1978.318 	021.682 	000.011 	3141590.106 	1762335.562 	1379254.544 	000.439 	000.447 	000.200 	000.040 	000.008
area 	85820 	5 	82085 	5 	2000.000 	1999.789 	000.211 	000.000 	3141475.133 	1282381.547 	1859093.586 	000.592 	000.447 	000.200 	000.040 	000.008
diameter 	85820 	6 	82173 	6 	2000.000 	1999.738 	000.262 	000.000 	3141223.563 	1843703.811 	1297519.752 	000.413 	000.408 	000.167 	000.028 	000.005
area 	85820 	6 	82156 	6 	2000.000 	1998.698 	001.302 	000.001 	3141526.642 	2004217.381 	1137309.261 	000.362 	000.408 	000.167 	000.028 	000.005
diameter 	85820 	7 	82068 	7 	2000.000 	1998.800 	001.200 	000.001 	3141564.595 	1969081.578 	1172483.017 	000.373 	000.378 	000.143 	000.020 	000.003
area 	85820 	7 	82042 	7 	2000.000 	1999.780 	000.220 	000.000 	3141554.707 	2317597.409 	823957.298 	000.262 	000.378 	000.143 	000.020 	000.003
diameter 	85820 	8 	82106 	8 	2000.000 	1991.598 	008.402 	000.004 	3141555.636 	2227566.298 	913989.338 	000.291 	000.354 	000.125 	000.016 	000.002
area 	85820 	8 	82128 	8 	2000.000 	1997.288 	002.712 	000.001 	3141494.991 	1996371.497 	1145123.494 	000.365 	000.354 	000.125 	000.016 	000.002
diameter 	85820 	9 	82104 	9 	2000.000 	1994.367 	005.633 	000.003 	3141571.187 	2314217.045 	827354.143 	000.263 	000.333 	000.111 	000.012 	000.001
area 	85820 	9 	82071 	9 	2000.000 	1999.780 	000.220 	000.000 	3141582.938 	2270102.759 	871480.179 	000.277 	000.333 	000.111 	000.012 	000.001
diameter 	85820 	10 	82018 	10 	2000.000 	1999.479 	000.521 	000.000 	3141585.168 	2344870.986 	796714.183 	000.254 	000.316 	000.100 	000.010 	000.001
area 	85820 	10 	82235 	10 	2000.000 	1999.899 	000.101 	000.000 	3141563.911 	2622006.924 	519556.986 	000.165 	000.316 	000.100 	000.010 	000.001
diameter 	85820 	11 	82165 	11 	2000.000 	1997.857 	002.143 	000.001 	3141584.419 	2518361.303 	623223.117 	000.198 	000.302 	000.091 	000.008 	000.001
area 	85820 	11 	82132 	11 	2000.000 	1999.641 	000.359 	000.000 	3141583.139 	2722264.595 	419318.544 	000.133 	000.302 	000.091 	000.008 	000.001
diameter 	85820 	3 	82095 	3 	2000.000 	1772.641 	227.359 	000.114 	3141586.114 	861571.176 	2280014.938 	000.726 	000.577 	000.333 	000.111 	000.037
area 	85820 	3 	82104 	3 	2000.000 	1801.079 	198.921 	000.099 	3141490.756 	107827.513 	3033663.244 	000.966 	000.577 	000.333 	000.111 	000.037
diameter 	85820 	4 	82138 	4 	2000.000 	1999.774 	000.226 	000.000 	3141483.156 	574897.493 	2566585.662 	000.817 	000.500 	000.250 	000.063 	000.016
area 	85820 	4 	82206 	4 	2000.000 	1999.785 	000.215 	000.000 	3141590.045 	726722.031 	2414868.014 	000.769 	000.500 	000.250 	000.063 	000.016
diameter 	85820 	5 	82188 	5 	2000.000 	1999.869 	000.131 	000.000 	3141572.182 	1757822.470 	1383749.712 	000.440 	000.447 	000.200 	000.040 	000.008
area 	85820 	5 	82103 	5 	2000.000 	1997.887 	002.113 	000.001 	3141400.280 	1374091.395 	1767308.885 	000.563 	000.447 	000.200 	000.040 	000.008
diameter 	85820 	6 	82187 	6 	2000.000 	1995.016 	004.984 	000.002 	3141573.837 	2010354.698 	1131219.139 	000.360 	000.408 	000.167 	000.028 	000.005
area 	85820 	6 	82163 	6 	2000.000 	1996.620 	003.380 	000.002 	3141553.188 	1996851.127 	1144702.061 	000.364 	000.408 	000.167 	000.028 	000.005
diameter 	85820 	7 	81985 	7 	2000.000 	1999.586 	000.414 	000.000 	3141502.411 	1942034.673 	1199467.738 	000.382 	000.378 	000.143 	000.020 	000.003
